codigo_municipio;nome_municipio;ec_por_1000_trabalhadores
3110608;Cambuí;47,75
4103701;Cambé;13,79
1502103;Cametá;9,61
2302602;Camocim;13,25
2603504;Camocim de São Félix;12,06
3110905;Campanha;11,91
3110806;Campanário;6,57
2701357;Campestre;0
3111002;Campestre;10,29
4303673;Campestre da Serra;0
5204607;Campestre de Goiás;49,85
2102556;Campestre do Maranhão;6,29
2504009;Campina Grande;21,93
4104006;Campina Grande do Sul;29,25
3111101;Campina Verde;13,39
4103909;Campina da Lagoa;12,18
4303707;Campina das Missões;36,17
3509452;Campina do Monte Alegre;9,46
4103958;Campina do Simão;1,13
3509502;Campinas;58,17
2202109;Campinas do Piauí;0
4303806;Campinas do Sul;36,74
5204656;Campinaçu;71,08
5204706;Campinorte;26,75
5102603;Campinápolis;10,84
2701407;Campo Alegre;10,14
4203303;Campo Alegre;1,78
5204805;Campo Alegre de Goiás;3,88
2905909;Campo Alegre de Lourdes;8,69
2202117;Campo Alegre do Fidalgo;0
3111150;Campo Azul;0
3111200;Campo Belo;27,62
4203402;Campo Belo do Sul;6,35
4303905;Campo Bom;24,11
4104055;Campo Bonito;4,89
4203501;Campo Erê;7,34
3111408;Campo Florido;6,79
2906006;Campo Formoso;15,08
2701506;Campo Grande;1,21
5002704;Campo Grande;35,18
2202133;Campo Grande do Piauí;2,36
4104204;Campo Largo;17,4
2202174;Campo Largo do Piauí;5,42
3509601;Campo Limpo Paulista;8,2
5204854;Campo Limpo de Goiás;11,68
4104253;Campo Magro;53,4
2202208;Campo Maior;22,3
4104303;Campo Mourão;24,61
4304002;Campo Novo;75,81
1100700;Campo Novo de Rondônia;34,45
5102637;Campo Novo do Parecis;11,2
2402105;Campo Redondo;1,59
5102678;Campo Verde;18,02
2801009;Campo do Brito;19,77
3111309;Campo do Meio;4,79
4104105;Campo do Tenente;8,14
3111507;Campos Altos;11,7
5204904;Campos Belos;31,26
4304101;Campos Borges;34,16
3111606;Campos Gerais;10,97
1703842;Campos Lindos;3,25
4203600;Campos Novos;9,1
3509809;Campos Novos Paulista;0
2302701;Campos Sales;3,15
5204953;Campos Verdes;3,57
5102686;Campos de Júlio;24,43
3509700;Campos do Jordão;47,09
3301009;Campos dos Goytacazes;38,37
2603603;Camutanga;0,18
3111903;Cana Verde;19,85
5102694;Canabrava do Norte;0
3509908;Cananéia;31,09
2701605;Canapi;0,29
2906204;Canarana;4,03
5102702;Canarana;12,29
3509957;Canas;7,71
2202251;Canavieira;7,41
2906303;Canavieiras;13,76
3111705;Canaã;7,34
1502152;Canaã dos Carajás;13,02
2906402;Candeal;16,24
2906501;Candeias;22,06
3112000;Candeias;7,14
1100809;Candeias do Jamari;11,79
4304200;Candelária;25,5
2906600;Candiba;5,14
4304358;Candiota;1,62
4104428;Candói;10,16
4304408;Canela;87,9
4203709;Canelinha;11,45
2402204;Canguaretama;3,86
4304507;Canguçu;22,48
2801108;Canhoba;0
2603702;Canhotinho;7,87
2302800;Canindé;22,06
2801207;Canindé de São Francisco;13,36
3510153;Canitar;9,52
4304606;Canoas;26,21
4203808;Canoinhas;20,29
2906808;Cansanção;20,15
3112059;Cantagalo;0
3301108;Cantagalo;37,75
4104451;Cantagalo;22,17
2102705;Cantanhede;0
2202307;Canto do Buriti;52,48
1400175;Cantá;0,5
2906824;Canudos;16,65
4304614;Canudos do Vale;0
1300904;Canutama;0
2906105;Canápolis;0,87
3111804;Canápolis;1,81
1502202;Capanema;22,08
4104501;Capanema;10,73
3112109;Caparaó;28,26
2701704;Capela;6
2801306;Capela;7,51
3112208;Capela Nova;14,06
4304689;Capela de Santana;1,9
3510302;Capela do Alto;5,14
2906857;Capela do Alto Alegre;52,34
3112307;Capelinha;11,54
3112406;Capetinga;10,53
2504033;Capim;15,31
3112505;Capim Branco;1,94
2906873;Capim Grosso;7,85
4203907;Capinzal;10,5
2102754;Capinzal do Norte;20,27
3112604;Capinópolis;5,53
2302909;Capistrano;1,73
4304697;Capitão;7,23
3112653;Capitão Andrade;17,44
3112703;Capitão Enéas;6,22
2202455;Capitão Gervásio Oliveira;41,24
4104600;Capitão Leônidas Marques;13,21
1502301;Capitão Poço;5,81
2202406;Capitão de Campos;10,4
3112802;Capitólio;40,47
3510401;Capivari;17,4
4203956;Capivari de Baixo;19,26
4304671;Capivari do Sul;4,43
1200179;Capixaba;15,04
2603801;Capoeiras;12,94
3112901;Caputira;39,02
4203253;Capão Alto;1,15
3510203;Capão Bonito;9,38
4304622;Capão Bonito do Sul;2,36
4304630;Capão da Canoa;38,36
4304655;Capão do Cipó;0
4304663;Capão do Leão;4,59
1400209;Caracaraí;12,05
2202505;Caracol;10,47
5002803;Caracol;6,06
3510500;Caraguatatuba;21,12
4104659;Carambeí;4,61
3113107;Caranaíba;0
3113206;Carandaí;21,85
3113305;Carangola;25,5
3300936;Carapebus;45,19
3510609;Carapicuíba;17,68
3113404;Caratinga;43,56
1301001;Carauari;0,43
2906907;Caravelas;5,25
4304705;Carazinho;56,57
4304713;Caraá;0
3113008;Caraí;13,25
2906899;Caraíbas;8,8
2402303;Caraúbas;29,94
2504074;Caraúbas;0
2202539;Caraúbas do Piauí;0
3113503;Carbonita;27,66
2907004;Cardeal da Silva;0
3510708;Cardoso;12,82
3301157;Cardoso Moreira;16,05
3113602;Careaçu;10,45
1301100;Careiro;4,71
1301159;Careiro da Várzea;0
3201308;Cariacica;14,98
2303006;Caridade;12,24
2202554;Caridade do Piauí;4,68
2907103;Carinhanha;9,86
2801405;Carira;8,62
1703867;Cariri do Tocantins;0
2303204;Caririaçu;5,31
2303105;Cariré;5,79
2303303;Cariús;1,59
5102793;Carlinda;16,8
4304804;Carlos Barbosa;7,1
3113701;Carlos Chagas;24,96
4304853;Carlos Gomes;0
4104709;Carlópolis;13,29
3301207;Carmo;187,44
3113909;Carmo da Cachoeira;4,14
3114006;Carmo da Mata;4,45
3114105;Carmo de Minas;4,23
3114204;Carmo do Cajuru;7,1
3114303;Carmo do Paranaíba;20,33
3114402;Carmo do Rio Claro;17,74
5205000;Carmo do Rio Verde;1,19
1703883;Carmolândia;0
3113800;Carmésia;0
2801504;Carmópolis;9,19
3114501;Carmópolis de Minas;8,68
2402501;Carnaubais;1,16
2303402;Carnaubal;5,05
2603926;Carnaubeira da Penha;2,15
2603900;Carnaíba;8,64
2402402;Carnaúba dos Dantas;20,57
3114550;Carneirinho;17,69
2701803;Carneiros;1,21
1400233;Caroebe;4,08
2102804;Carolina;12,64
2604007;Carpina;24,53
3114600;Carrancas;0
2504108;Carrapateira;0
1703891;Carrasco Bonito;0
2604106;Caruaru;30,63
2102903;Carutapera;1,98
3114808;Carvalhos;5,12
3114709;Carvalhópolis;0
3510807;Casa Branca;9,74
3114907;Casa Grande;0
2907202;Casa Nova;2,38
4304903;Casca;11,33
3115003;Cascalho Rico;0
2303501;Cascavel;7,42
4104808;Cascavel;40,07
1703909;Caseara;8,91
4304952;Caseiros;13,79
3301306;Casimiro de Abreu;21,04
2604155;Casinhas;3,6
2504157;Casserengue;12,86
5002902;Cassilândia;18,24
1502400;Castanhal;25,49
5102850;Castanheira;22,97
1100908;Castanheiras;0
3201407;Castelo;25,26
2202604;Castelo do Piauí;24,1
5205059;Castelândia;5,99
3511003;Castilho;5,36
4104907;Castro;12,02
2907301;Castro Alves;6,16
3115300;Cataguases;10,69
5205109;Catalão;21,67
3511102;Catanduva;27
4105003;Catanduvas;9,33
4204004;Catanduvas;9,04
2303600;Catarina;23,53
3115359;Catas Altas;42,46
3115409;Catas Altas da Noruega;2,46
2604205;Catende;9,3
3511201;Catiguá;7,76
2504207;Catingueira;8,6
2907400;Catolândia;0
2504306;Catolé do Rocha;21,43
2907509;Catu;15,18
3115458;Catuji;1,01
2303659;Catunda;6,32
2907558;Caturama;0,23
5205208;Caturaí;19,39
2504355;Caturité;4,39
3115474;Catuti;14,42
4305009;Catuípe;10,77
2303709;Caucaia;30,01
5205307;Cavalcante;2,77
3115508;Caxambu;28,31
4204103;Caxambu do Sul;3,85
2103000;Caxias;32,43
4305108;Caxias do Sul;50,59
2202653;Caxingó;13,85
4203006;Caçador;23,25
3508504;Caçapava;17,79
4302808;Caçapava do Sul;19,77
5204300;Caçu;48,93
2905107;Caém;1,56
2402600;Ceará-Mirim;18,25
2103109;Cedral;0
3511300;Cedral;31,46
2303808;Cedro;16,26
2604304;Cedro;9,94
2801603;Cedro de São João;1,46
3115607;Cedro do Abaeté;0
4204152;Celso Ramos;5,71
1704105;Centenário;0
4305116;Centenário;2,79
4105102;Centenário do Sul;30,77
2907608;Central;0
3115706;Central de Minas;34,58
2103125;Central do Maranhão;0
3115805;Centralina;3,65
2103174;Centro Novo do Maranhão;8,57
2103158;Centro do Guilherme;0
1100056;Cerejeiras;32,07
5205406;Ceres;14,16
3511409;Cerqueira César;10,03
3511508;Cerquilho;25,21
4305124;Cerrito;8,42
4105201;Cerro Azul;19,65
4305132;Cerro Branco;4,39
2402709;Cerro Corá;2,3
4305157;Cerro Grande;49,18
4305173;Cerro Grande do Sul;10,64
4305207;Cerro Largo;21,22
4204178;Cerro Negro;4,9
3511607;Cesário Lange;31,05
5205455;Cezarina;5,5
3116001;Chalé;17,41
4305306;Chapada;15,68
3116159;Chapada Gaúcha;7,39
1705102;Chapada da Natividade;0
1704600;Chapada de Areia;0
3116100;Chapada do Norte;1,67
5103007;Chapada dos Guimarães;47,22
2103208;Chapadinha;18,29
5205471;Chapadão do Céu;8,79
4204194;Chapadão do Lageado;23,18
5002951;Chapadão do Sul;17,05
4204202;Chapecó;37,32
3511706;Charqueada;15,28
4305355;Charqueadas;15,04
4305371;Charrua;0
2303907;Chaval;0
3557204;Chavantes;40,29
1502509;Chaves;0
3116209;Chiador;0
4305405;Chiapetta;61,58
4105409;Chopinzinho;13,68
2303956;Chorozinho;11,15
2907707;Chorrochó;0
2303931;Choró;4,42
1100924;Chupinguaia;7,95
4305447;Chuvisca;0
4305439;Chuí;8,29
3115904;Chácara;0
2604502;Chã Grande;32,18
2701902;Chã Preta;17,68
2604403;Chã de Alegria;7,99
4105508;Cianorte;22,99
4105607;Cidade Gaúcha;3,91
5205497;Cidade Ocidental;18,63
2103257;Cidelândia;31,31
4305454;Cidreira;38,36
3116308;Cipotânea;1,75
2907905;Cipó;11,68
4305504;Ciríaco;6,85
3116407;Claraval;16,07
3116506;Claro dos Poções;35,62
3511904;Clementina;41,64
4105706;Clevelândia;13,39
5103056;Cláudia;45,41
3116605;Cláudio;15,03
2908002;Coaraci;7,59
1301209;Coari;3,13
2202703;Cocal;11,07
2202711;Cocal de Telha;6,06
4204251;Cocal do Sul;17,59
2202729;Cocal dos Alves;11,14
5103106;Cocalinho;7,41
5205513;Cocalzinho de Goiás;15,5
2908101;Cocos;10,09
1301308;Codajás;0,51
2103307;Codó;15,36
2103406;Coelho Neto;46,19
3116704;Coimbra;14,08
2702009;Coité do Nóia;30,69
2202737;Coivaras;0
1502608;Colares;0
3201506;Colatina;22,72
3512001;Colina;6,08
2103505;Colinas;9,62
4305587;Colinas;10,73
5205521;Colinas do Sul;4,56
1705508;Colinas do Tocantins;16,34
1716703;Colméia;34,67
5103254;Colniza;14,46
4105805;Colombo;23,45
4105904;Colorado;13,07
4305603;Colorado;1,61
1100064;Colorado do Oeste;40,43
3116803;Coluna;37,09
5103205;Colíder;27,86
3512100;Colômbia;1,41
2702108;Colônia Leopoldina;24,86
2202752;Colônia do Gurguéia;1,97
2202778;Colônia do Piauí;6,12
1705557;Combinado;12,14
3116902;Comendador Gomes;0
3300951;Comendador Levy Gasparian;22,47
3117009;Comercinho;0
5103304;Comodoro;9,57
2504405;Conceição;12,48
3117108;Conceição da Aparecida;7,33
3201605;Conceição da Barra;8,78
3115201;Conceição da Barra de Minas;0
2908200;Conceição da Feira;18,61
3117306;Conceição das Alagoas;5,52
3117207;Conceição das Pedras;0
3117405;Conceição de Ipanema;0
3301405;Conceição de Macabu;16,78
2908309;Conceição do Almeida;14,04
1502707;Conceição do Araguaia;18,33
2202802;Conceição do Canindé;0
3201704;Conceição do Castelo;16,42
2908408;Conceição do Coité;22,35
2908507;Conceição do Jacuípe;4,74
2103554;Conceição do Lago-Açu;0
3117504;Conceição do Mato Dentro;1,94
3117603;Conceição do Pará;0,96
3117702;Conceição do Rio Verde;6,46
1705607;Conceição do Tocantins;5,45
3117801;Conceição dos Ouros;19,68
3512209;Conchal;22,37
3512308;Conchas;13,65
4204301;Concórdia;37,17
1502756;Concórdia do Pará;8,64
2504504;Condado;10,59
2604601;Condado;36,46
2504603;Conde;3,01
2908606;Conde;7,44
2908705;Condeúba;4,12
4305702;Condor;2,14
3117876;Confins;11,06
5103353;Confresa;31,52
2504702;Congo;17,01
3117900;Congonhal;6,07
3118007;Congonhas;5,98
3118106;Congonhas do Norte;2,79
4106001;Congonhinhas;26,07
3118205;Conquista;11
5103361;Conquista D'Oeste;24,75
3118304;Conselheiro Lafaiete;30,78
4106100;Conselheiro Mairinck;7,62
3118403;Conselheiro Pena;4,05
3118502;Consolação;20,92
4305801;Constantina;21,45
3118601;Contagem;18,85
4106209;Contenda;24,86
2908804;Contendas do Sincorá;24,73
3118700;Coqueiral;9,67
4305835;Coqueiro Baixo;0
2702207;Coqueiro Seco;0
4305850;Coqueiros do Sul;8,06
3118809;Coração de Jesus;35,47
2908903;Coração de Maria;8,01
4106308;Corbélia;15,19
3301504;Cordeiro;63,66
2909000;Cordeiros;0
3512407;Cordeirópolis;5,2
4204350;Cordilheira Alta;1,22
3118908;Cordisburgo;20,06
3119005;Cordislândia;14,29
2304004;Coreaú;5,23
2504801;Coremas;2,12
5003108;Corguinho;0
2909109;Coribe;6,16
3119104;Corinto;29,66
4106407;Cornélio Procópio;32,38
3119203;Coroaci;7,95
3512506;Coroados;2,03
2103604;Coroatá;7,8
3119302;Coromandel;15,68
4305871;Coronel Barros;0
4305900;Coronel Bicaco;30,73
4106456;Coronel Domingos Soares;3,75
2402808;Coronel Ezequiel;2,73
3119401;Coronel Fabriciano;26,79
4204400;Coronel Freitas;8,43
2202851;Coronel José Dias;0
2402907;Coronel João Pessoa;0
2909208;Coronel João Sá;1,19
3512605;Coronel Macedo;1,81
4204459;Coronel Martins;0
3119500;Coronel Murta;8,38
3119609;Coronel Pacheco;30,65
4305934;Coronel Pilar;0
5003157;Coronel Sapucaia;15,52
4106506;Coronel Vivida;18,49
3119708;Coronel Xavier Chaves;0
4204558;Correia Pinto;8,5
2202901;Corrente;14,86
2604700;Correntes;0,75
2909307;Correntina;3,78
2604809;Cortês;2,77
3512704;Corumbataí;7,18
4106555;Corumbataí do Sul;5,42
5205901;Corumbaíba;18,34
1100072;Corumbiara;1,89
5003207;Corumbá;17,33
5205802;Corumbá de Goiás;7,13
4204509;Corupá;15,36
2702306;Coruripe;11,26
3512902;Cosmorama;8,32
3512803;Cosmópolis;86,43
1100080;Costa Marques;6,14
5003256;Costa Rica;13,87
2909406;Cotegipe;6,14
3513009;Cotia;59,28
4305959;Cotiporã;69,87
5103379;Cotriguaçu;24,76
1706001;Couto Magalhães;5,76
3120102;Couto de Magalhães de Minas;9,49
4305975;Coxilha;0
5003306;Coxim;23,9
2504850;Coxixola;0
2304103;Crateús;24,81
2304202;Crato;21,95
3513108;Cravinhos;26,69
2909505;Cravolândia;0
2702355;Craíbas;24,79
4204608;Criciúma;61,71
4306007;Crissiumal;24,92
3120201;Cristais;4,13
3513207;Cristais Paulista;5,24
4306056;Cristal;0
4306072;Cristal do Sul;0
5206206;Cristalina;5,91
1706100;Cristalândia;0,85
2203008;Cristalândia do Piauí;0
3120409;Cristiano Otoni;0
5206305;Cristianópolis;15,04
3120508;Cristina;3,69
2203107;Cristino Castro;10,88
2801702;Cristinápolis;2,8
3120300;Cristália;0
2909703;Cristópolis;5,63
3120151;Crisólita;0
2909604;Crisópolis;1,22
5206404;Crixás;8,5
1706258;Crixás do Tocantins;0
2304236;Croatá;64,74
5206503;Cromínia;0
3120607;Crucilândia;0
2304251;Cruz;9,69
4306106;Cruz Alta;20,21
4106803;Cruz Machado;8,21
2909802;Cruz das Almas;17,93
2504900;Cruz do Espírito Santo;6,93
4306130;Cruzaltense;0
3513405;Cruzeiro;15,44
3120706;Cruzeiro da Fortaleza;9,13
4106571;Cruzeiro do Iguaçu;9,55
4106605;Cruzeiro do Oeste;15,43
1200203;Cruzeiro do Sul;18,48
4106704;Cruzeiro do Sul;0
4306205;Cruzeiro do Sul;3,53
2403004;Cruzeta;5,03
4106852;Cruzmaltina;1,83
3513306;Cruzália;0
3120805;Cruzília;15,22
2505006;Cubati;0
3513504;Cubatão;6,34
5103403;Cuiabá;20,62
2505204;Cuitegi;6,74
2505105;Cuité;26,03
2505238;Cuité de Mamanguape;3,2
1100940;Cujubim;10,2
5206602;Cumari;0
2604908;Cumaru;40,89
1502764;Cumaru do Norte;0
2801900;Cumbe;5,93
3513603;Cunha;6,84
4204707;Cunha Porã;24,46
4204756;Cunhataí;1,46
3120839;Cuparaque;3,28
2605004;Cupira;25,86
2909901;Curaçá;15,39
2203206;Curimatá;8,05
1502772;Curionópolis;4,88
4106902;Curitiba;43,55
4204806;Curitibanos;20,56
4107009;Curiúva;8,79
2203230;Currais;0
2403103;Currais Novos;39,29
2203271;Curral Novo do Piauí;0
2505303;Curral Velho;0
2505279;Curral de Cima;0
3120870;Curral de Dentro;0
1502806;Curralinho;0,38
2203255;Curralinhos;0
2103703;Cururupu;22,62
1502855;Curuá;4,06
1502905;Curuçá;1,05
3120904;Curvelo;29,36
5103437;Curvelândia;19,35
2605103;Custódia;16,63
1600212;Cutias;0
5102504;Cáceres;20,61
3115102;Cássia;19,39
3510906;Cássia dos Coqueiros;6,03
4304309;Cândido Godói;17,68
2102606;Cândido Mendes;46,58
3510005;Cândido Mota;12,45
3510104;Cândido Rodrigues;1,26
2906709;Cândido Sales;16,09
4104402;Cândido de Abreu;9,3
4105300;Céu Azul;19,33
2907806;Cícero Dantas;15,14
3119807;Córrego Danta;2,63
3119955;Córrego Fundo;6,48
3120003;Córrego Novo;1,96
3119906;Córrego do Bom Jesus;4,8
5205703;Córrego do Ouro;0
3117836;Cônego Marinho;2,6
5206701;Damianópolis;0
2505352;Damião;22,56
5206800;Damolândia;4,69
1706506;Darcinópolis;0,79
3121001;Datas;1,32
4306304;David Canabarro;9,02
2103752;Davinópolis;8,05
5206909;Davinópolis;1,75
3121100;Delfim Moreira;0,99
3121209;Delfinópolis;0,84
2702405;Delmiro Gouveia;16,98
3121258;Delta;1,5
2203305;Demerval Lobão;101,78
5103452;Denise;0,83
5003454;Deodápolis;7,95
2304269;Deputado Irapuan Pinheiro;19,12
4306320;Derrubadas;7,04
3513702;Descalvado;8,23
4204905;Descanso;14,39
3121308;Descoberto;3,65
2505402;Desterro;7,45
3121407;Desterro de Entre Rios;10,72
3121506;Desterro do Melo;0
4306353;Dezesseis de Novembro;0
3513801;Diadema;17,38
2505600;Diamante;0
4107157;Diamante D'Oeste;9,36
4107108;Diamante do Norte;23,6
4107124;Diamante do Sul;0
3121605;Diamantina;48,77
5103502;Diamantino;16,01
1707009;Dianópolis;21,17
2910057;Dias d'Ávila;9,28
4306379;Dilermando de Aguiar;0
3121704;Diogo de Vasconcelos;0
3121803;Dionísio;28,15
4205001;Dionísio Cerqueira;20,31
5207105;Diorama;39,56
3513850;Dirce Reis;0
2203354;Dirceu Arcoverde;0
2802007;Divina Pastora;0
3122009;Divino;27,57
3122108;Divino das Laranjeiras;3,48
3201803;Divino de São Lourenço;9,46
3513900;Divinolândia;9,26
3122207;Divinolândia de Minas;11,09
3121902;Divinésia;10,07
3122306;Divinópolis;32,09
5208301;Divinópolis de Goiás;4,36
1707108;Divinópolis do Tocantins;4,99
3122355;Divisa Alegre;11,66
3122405;Divisa Nova;5,38
3122454;Divisópolis;7,28
3514007;Dobrada;0
3514106;Dois Córregos;20,16
4306403;Dois Irmãos;24,18
4306429;Dois Irmãos das Missões;0
5003488;Dois Irmãos do Buriti;8,24
1707207;Dois Irmãos do Tocantins;1,38
4306452;Dois Lajeados;11,98
2702504;Dois Riachos;0
4107207;Dois Vizinhos;60,06
3514205;Dolcinópolis;0
5103601;Dom Aquino;10,58
2910107;Dom Basílio;0,99
3122470;Dom Bosco;4,28
3122504;Dom Cavati;46,85
1502939;Dom Eliseu;10,85
2203404;Dom Expedito Lopes;14,81
4306502;Dom Feliciano;8,99
2203453;Dom Inocêncio;35,93
3122603;Dom Joaquim;17,36
2910206;Dom Macedo Costa;0
4306601;Dom Pedrito;14,59
2103802;Dom Pedro;13,97
4306551;Dom Pedro de Alcântara;6,62
3122702;Dom Silvério;12,23
3122801;Dom Viçoso;0
3201902;Domingos Martins;73,07
2203420;Domingos Mourão;0
4205100;Dona Emma;1,38
3122900;Dona Eusébia;1,27
4306700;Dona Francisca;16,87
2505709;Dona Inês;15,36
3123007;Dores de Campos;7,88
3123106;Dores de Guanhães;0
3123205;Dores do Indaiá;19,13
3202009;Dores do Rio Preto;25,42
3123304;Dores do Turvo;1,26
3123403;Doresópolis;0
2605152;Dormentes;31,93
4107256;Douradina;20,33
5003504;Douradina;5,01
3514304;Dourado;2,66
3123502;Douradoquara;0
5003702;Dourados;29,75
4107306;Doutor Camargo;10,52
4306734;Doutor Maurício Cardoso;3,34
4205159;Doutor Pedrinho;0,95
4306759;Doutor Ricardo;0
2403202;Doutor Severiano;0
4128633;Doutor Ulysses;13,98
5207253;Doverlândia;10,17
3514403;Dracena;19,64
3514502;Duartina;91,97
3301603;Duas Barras;9,61
2505808;Duas Estradas;0
1707306;Dueré;1,92
3514601;Dumont;3,56
2103901;Duque Bacelar;3,51
3301702;Duque de Caxias;21,78
3123528;Durandé;0
2910008;Dário Meira;11,58
3514700;Echaporã;12,2
3202108;Ecoporanga;9,04
5207352;Edealina;5,07
5207402;Edéia;4,35
1301407;Eirunepé;0,97
3514809;Eldorado;5,9
5003751;Eldorado;8,81
1502954;Eldorado do Carajás;4,14
4306767;Eldorado do Sul;30,93
2203503;Elesbão Veloso;11,72
3514908;Elias Fausto;7,88
2203602;Eliseu Martins;27,4
3514924;Elisiário;0
2910305;Elísio Medrado;6,49
3123601;Elói Mendes;11,69
2505907;Emas;0
3514957;Embaúba;0
3515004;Embu das Artes;15,73
3515103;Embu-Guaçu;26,22
3515129;Emilianópolis;19,65
4306809;Encantado;25,61
2403301;Encanto;0
2910404;Encruzilhada;15,73
4306908;Encruzilhada do Sul;7,33
4107504;Engenheiro Beltrão;9,78
3123700;Engenheiro Caldas;9
3515152;Engenheiro Coelho;4,54
3123809;Engenheiro Navarro;0
3301801;Engenheiro Paulo de Frontin;7,02
4306924;Engenho Velho;0
3123858;Entre Folhas;46,39
2910503;Entre Rios;11,07
4205175;Entre Rios;0
3123908;Entre Rios de Minas;8,53
4107538;Entre Rios do Oeste;8,22
4306957;Entre Rios do Sul;2,33
4306932;Entre-Ijuís;14,92
1301506;Envira;1,41
4107405;Enéas Marques;1,51
1200252;Epitaciolândia;20,47
2403400;Equador;0
4306973;Erebango;0
4307005;Erechim;28,45
2304277;Ererê;0
4205191;Ermo;0,68
4307054;Ernestina;10,89
4307203;Erval Grande;13,04
4307302;Erval Seco;9,55
4205209;Erval Velho;4,4
3124005;Ervália;13,49
2605202;Escada;7,54
4307401;Esmeralda;4,72
3124104;Esmeraldas;29,98
3124203;Espera Feliz;55,41
1707405;Esperantina;0
2203701;Esperantina;23,94
2104008;Esperantinópolis;10,31
2506004;Esperança;20,36
4107520;Esperança Nova;49,45
4307450;Esperança do Sul;2,21
4107546;Espigão Alto do Iguaçu;0
1100098;Espigão D'Oeste;30,33
3124302;Espinosa;8,48
2910602;Esplanada;9,23
4307500;Espumoso;26,27
2403509;Espírito Santo;3,16
3124401;Espírito Santo do Dourado;2,3
3515186;Espírito Santo do Pinhal;9,6
3515194;Espírito Santo do Turvo;5,75
4307559;Estação;16,62
4307708;Esteio;9,67
3124500;Estiva;20,37
3557303;Estiva Gerbi;2,45
2104057;Estreito;39,44
4307807;Estrela;18,78
3124609;Estrela Dalva;0
4307815;Estrela Velha;7,09
3515202;Estrela d'Oeste;6,34
2702553;Estrela de Alagoas;16,54
3124708;Estrela do Indaiá;10
3515301;Estrela do Norte;0
5207501;Estrela do Norte;4,79
3124807;Estrela do Sul;0
2802106;Estância;10,67
4307609;Estância Velha;20,14
2910701;Euclides da Cunha;23,41
3515350;Euclides da Cunha Paulista;5,08
3124906;Eugenópolis;12,52
4307831;Eugênio de Castro;0
2910727;Eunápolis;17,81
2304285;Eusébio;53,43
3125002;Ewbank da Câmara;0
3125101;Extrema;84,81
2403608;Extremoz;15,87
2605301;Exu;37,92
2506103;Fagundes;0
4307864;Fagundes Varela;1,72
5207535;Faina;7,18
3125200;Fama;36,59
3125309;Faria Lemos;2,08
2304301;Farias Brito;3,93
1503002;Faro;4,43
4107553;Farol;3,8
4307906;Farroupilha;16,02
3515400;Fartura;11,2
2203750;Fartura do Piauí;0
4107603;Faxinal;7,33
4308003;Faxinal do Soturno;31,53
4205308;Faxinal dos Guedes;7,54
4308052;Faxinalzinho;11,83
5207600;Fazenda Nova;8,43
4107652;Fazenda Rio Grande;16,6
4308078;Fazenda Vilanova;3,59
1200302;Feijó;8,52
2702603;Feira Grande;4,47
2605400;Feira Nova;3,67
2802205;Feira Nova;13,22
2104073;Feira Nova do Maranhão;7,25
2910776;Feira da Mata;8,62
2910800;Feira de Santana;27,82
2403707;Felipe Guerra;0
3125606;Felisburgo;32,16
3125705;Felixlândia;19,26
4308102;Feliz;44,09
2702702;Feliz Deserto;0
5103700;Feliz Natal;2,8
3125408;Felício dos Santos;0
4107736;Fernandes Pinheiro;2,76
3125804;Fernandes Tourinho;0
2104081;Fernando Falcão;0
2403756;Fernando Pedroza;0
3515608;Fernando Prestes;19,4
2605459;Fernando de Noronha;65,42
3515509;Fernandópolis;25,46
3515657;Fernão;0
3515707;Ferraz de Vasconcelos;39,57
1600238;Ferreira Gomes;1,89
2605509;Ferreiros;0
3125903;Ferros;1,87
3125952;Fervedouro;17,35
4107751;Figueira;46,59
5003900;Figueirão;6,16
1707652;Figueirópolis;2,78
5103809;Figueirópolis D'Oeste;0
1707702;Filadélfia;14
2910859;Filadélfia;106,64
2910909;Firmino Alves;4,16
5207808;Firminópolis;23,85
2702801;Flexeiras;0
4107850;Flor da Serra do Sul;1,18
4205357;Flor do Sertão;0
3515806;Flora Rica;0
4107801;Floraí;6,11
3515905;Floreal;15,66
2605608;Flores;6,82
4308201;Flores da Cunha;15,3
5207907;Flores de Goiás;2,11
2203800;Flores do Piauí;0
2605707;Floresta;24,02
4107900;Floresta;12,62
2911006;Floresta Azul;3,73
1503044;Floresta do Araguaia;7,49
2203859;Floresta do Piauí;0
3126000;Florestal;4,68
4108007;Florestópolis;7,96
2203909;Floriano;28,98
4308250;Floriano Peixoto;0
4205407;Florianópolis;77,89
2403806;Florânia;3,33
3516101;Florínia;6,08
4108106;Flórida;233,5
3516002;Flórida Paulista;2,5
1301605;Fonte Boa;0,92
4308300;Fontoura Xavier;16,1
3126109;Formiga;39,23
4308409;Formigueiro;10,44
5208004;Formosa;16,63
2104099;Formosa da Serra Negra;3,69
4108205;Formosa do Oeste;37,92
2911105;Formosa do Rio Preto;6,42
4205431;Formosa do Sul;15,5
3126208;Formoso;4,02
5208103;Formoso;0
1708205;Formoso do Araguaia;17,6
4308433;Forquetinha;0
2304350;Forquilha;16,09
4205456;Forquilhinha;8,74
2304400;Fortaleza;32,17
3126307;Fortaleza de Minas;1,75
1708254;Fortaleza do Tabocão;2,82
2104107;Fortaleza dos Nogueiras;5,66
4308458;Fortaleza dos Valos;2,23
2304459;Fortim;1,33
2104206;Fortuna;0
3126406;Fortuna de Minas;3,31
